MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		positive regulation of necroptotic process			ISO	Q9Y572 	J:164563 	
MGI:2154952	Ripk3	receptor-interacting serine-threonine kinase 3	14		positive regulation of necrotic cell death			IMP		J:235313 	
MGI:1337096	Rnf7	ring finger protein 7	9		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:53898 	
MGI:1916117	Rnf122	ring finger protein 122	8		positive regulation of apoptotic process			ISO	Q9H9V4 	J:164563 	
MGI:1923322	Rnf183	ring finger protein 183	4		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q96D59 	J:164563 	
MGI:97960	Rnps1	RNA binding protein with serine rich domain 1	17		positive regulation of apoptotic process			ISO	Q15287 	J:164563 	
MGI:1274781	Robo1	roundabout guidance receptor 1	16		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9Y6N7 	J:164563 	
MGI:1914275	Rpl11	ribosomal protein L11	4		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IMP		J:240382 	
MGI:106022	Rpl26	ribosomal protein L26	11		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP		J:240282 	
MGI:106022	Rpl26	ribosomal protein L26	11		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	P61254 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of apoptotic signaling pathway			IBA	PTN000924666 	J:265628 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of apoptotic signaling pathway			ISO	P23396 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis			ISO	P23396 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage			ISO	P23396 	J:164563 	
MGI:98159	Rps6	ribosomal protein S6	4		positive regulation of apoptotic process			ISO	P62753 	J:164563 	
MGI:1342290	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	17		positive regulation of apoptotic process			ISO	Q15349 	J:164563 	
MGI:1333818	Rps7	ribosomal protein S7	12		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P62081 	J:164563 	
MGI:1915191	Rps27l	ribosomal protein S27-like	9		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q71UM5 	J:164563 	
MGI:107681	Rps29	ribosomal protein S29	12		positive regulation of apoptotic process			ISO	RGD:3596 	J:155856 	
MGI:1919712	Rrp1b	ribosomal RNA processing 1B	17		positive regulation of apoptotic process			ISO	Q14684 	J:164563 	
MGI:102672	Runx3	runt related transcription factor 3	4		positive regulation of extrinsic apoptotic signaling pathway			IMP	MGI:2179229 	J:75869 	
MGI:98214	Rxra	retinoid X receptor alpha	2		positive regulation of apoptotic process			ISO	RGD:3610 	J:155856 	
MGI:1929059	Rybp	RING1 and YY1 binding protein	6		positive regulation of apoptotic process			ISO	Q8N488 	J:164563 	
MGI:88244	S100a8	S100 calcium binding protein A8 (calgranulin A)	3		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P05109 	J:164563 	
MGI:88244	S100a8	S100 calcium binding protein A8 (calgranulin A)	3		positive regulation of intrinsic apoptotic signaling pathway			ISO	P05109 	J:164563 	
MGI:1338947	S100a9	S100 calcium binding protein A9 (calgranulin B)	3		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P06702 	J:164563 	
MGI:1338947	S100a9	S100 calcium binding protein A9 (calgranulin B)	3		positive regulation of intrinsic apoptotic signaling pathway			ISO	P06702 	J:164563 	
MGI:98217	S100b	S100 protein, beta polypeptide, neural	10		positive regulation of apoptotic process			ISO	RGD:3615 	J:155856 	
MGI:1927479	Sap30bp	SAP30 binding protein	11		positive regulation of cell death			ISO	Q9UHR5 	J:164563 	
MGI:2136419	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1	11		positive regulation of neuron death			IMP		J:269726 	
MGI:2136419	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1	11		positive regulation of neuron death			ISO	Q6SZW1 	J:164563 	
MGI:1927144	Sav1	salvador family WW domain containing 1	12		positive regulation of apoptotic process	happens in skin,regulates a function/process that happens in keratinocyte		IMP	MGI:3790763 	J:134270 	
MGI:1306794	Scin	scinderin	12		positive regulation of apoptotic process			ISO	Q9Y6U3 	J:164563 	
MGI:98254	Scp2	sterol carrier protein 2, liver	4		positive regulation of apoptotic process			ISO	RGD:3642 	J:155856 	
MGI:2145950	Scrib	scribbled planar cell polarity	15		positive regulation of apoptotic process			ISO	Q14160 	J:164563 	
MGI:2445054	Senp1	SUMO1/sentrin specific peptidase 1	15		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9P0U3 	J:164563 	
MGI:1270156	Septin4	septin 4	11		positive regulation of apoptotic process			ISO	O43236 	J:164563 	
MGI:1270156	Septin4	septin 4	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	O43236 	J:164563 	
MGI:1349457	Serinc3	serine incorporator 3	2		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IDA		J:84965 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway			ISO	P23246 	J:164563 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		positive regulation of apoptotic process			ISO	Q8N474 	J:164563 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		positive regulation of extrinsic apoptotic signaling pathway	regulates a function/process that happens in trabecular bone,regulates a function/process that happens in osteoblast|regulates a function/process that happens in trabecular bone,regulates a function/process that happens in osteocyte		IMP	MGI:3045799 	J:89547 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			ISO	Q8N474 	J:164563 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		positive regulation of fibroblast apoptotic process			ISO	Q8N474 	J:164563 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		positive regulation of apoptotic process			ISO	Q96HF1 	J:164563 	
MGI:892010	Sfrp4	secreted frizzled-related protein 4	13		positive regulation of apoptotic process			ISO	Q6FHJ7 	J:164563 	
MGI:892010	Sfrp4	secreted frizzled-related protein 4	13		positive regulation of keratinocyte apoptotic process			ISO	Q6FHJ7 	J:164563 	
MGI:1859730	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IDA		J:206937 	
MGI:1859730	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway			IMP		J:102178 	
MGI:1919421	Shq1	SHQ1 homolog (S. cerevisiae)	6		positive regulation of apoptotic process			ISO	Q6PI26 	J:73065 	
MGI:108064	Siah1a	siah E3 ubiquitin protein ligase 1A	8		positive regulation of apoptotic process			ISO	Q8IUQ4 	J:164563 	
MGI:108064	Siah1a	siah E3 ubiquitin protein ligase 1A	8		positive regulation of intrinsic apoptotic signaling pathway			ISO	Q8IUQ4 	J:164563 	
MGI:99668	Siglec1	sialic acid binding Ig-like lectin 1, sialoadhesin	2		positive regulation of extrinsic apoptotic signaling pathway			IMP	MGI:3617694 	J:193817 	
MGI:99668	Siglec1	sialic acid binding Ig-like lectin 1, sialoadhesin	2		positive regulation of T cell apoptotic process			IMP	MGI:3617694 	J:193817 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of apoptotic process			IMP		J:165940 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of apoptotic process			ISO	Q96EB6 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q96EB6 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:215876 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of macrophage apoptotic process			IMP		J:180558 	
MGI:1927664	Sirt2	sirtuin 2	7		positive regulation of execution phase of apoptosis			IMP		J:210910 	
MGI:1353606	Siva1	SIVA1, apoptosis-inducing factor	12		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	O15304 	J:164563 	
MGI:106203	Skil	SKI-like	3		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in B cell|regulates a function/process that happens in fibroblast		IMP	MGI:2387096 	J:62174 	
MGI:106203	Skil	SKI-like	3		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	regulates a function/process that happens in fibroblast		IMP	MGI:2387096 	J:62174 	
MGI:98488	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	6		positive regulation of necrotic cell death			ISO	P31641 	J:164563 	
MGI:95629	Slc6a13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	6		positive regulation of necrotic cell death			ISO	Q9NSD5 	J:164563 	
MGI:102462	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	4		positive regulation of apoptotic process			ISO	RGD:3718 	J:155856 	
MGI:1349482	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	O14745 	J:164563 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P49281 	J:164563 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:61936 	J:155856 	
MGI:1315205	Slit2	slit guidance ligand 2	5		positive regulation of apoptotic process			ISO	O94813 	J:164563 	
MGI:103241	Slk	STE20-like kinase	19		positive regulation of apoptotic process			ISO	RGD:3780 	J:155856 	
MGI:1201674	Smad3	SMAD family member 3	9		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P84022 	J:164563 	
MGI:1201674	Smad3	SMAD family member 3	9		activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			ISO	RGD:3032 	J:155856 	
MGI:894293	Smad4	SMAD family member 4	18		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:3033 	J:155856 	
MGI:98325	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	7		positive regulation of apoptotic process			ISO	RGD:1549719 	J:155856 	
MGI:1278330	Smpd2	sphingomyelin phosphodiesterase 2, neutral	10		positive regulation of apoptotic process			ISO	O60906 	J:73065 	
MGI:1277151	Snca	synuclein, alpha	6		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P37840 	J:164563 	
MGI:1277151	Snca	synuclein, alpha	6		positive regulation of neuron death			ISO	P37840 	J:164563 	
MGI:98351	Sod1	superoxide dismutase 1, soluble	16		positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway			ISO	P00441 	J:164563 	
MGI:98352	Sod2	superoxide dismutase 2, mitochondrial	17		positive regulation of vascular associated smooth muscle cell apoptotic process			ISO	P04179 	J:164563 	
MGI:1338015	Sort1	sortilin 1	3		positive regulation of epithelial cell apoptotic process			ISO	RGD:619999 	J:155856 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		positive regulation of apoptotic process			ISO	Q06945 	J:164563 	
MGI:98369	Sox7	SRY (sex determining region Y)-box 7	14		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9BT81 	J:164563 	
MGI:1923364	Sp110	Sp110 nuclear body protein	1		positive regulation of apoptotic process			IDA		J:97668 	
MGI:1353422	Spdef	SAM pointed domain containing ets transcription factor	17		positive regulation of apoptotic process			ISO	O95238 	J:164563 	
MGI:1861380	Sphk2	sphingosine kinase 2	7		positive regulation of apoptotic process			IBA	PTN002644044 	J:265628 	
MGI:1861380	Sphk2	sphingosine kinase 2	7		positive regulation of apoptotic process			IDA		J:273514 	
MGI:1861380	Sphk2	sphingosine kinase 2	7		positive regulation of apoptotic process			ISO	Q9NRA0 	J:164563 	
MGI:1917232	Spink2	serine peptidase inhibitor, Kazal type 2	5		positive regulation of apoptotic process			IDA		J:215026 	
MGI:1343085	Spop	speckle-type BTB/POZ protein	11		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	regulates a function/process that happens in endocrine pancreas,regulates a function/process that happens in type B pancreatic cell		IGI	MGI:102851 	J:165268 	
MGI:1343085	Spop	speckle-type BTB/POZ protein	11		positive regulation of type B pancreatic cell apoptotic process	regulates a function/process that happens in endocrine pancreas|regulates a function/process that happens in type B pancreatic cell		IGI	MGI:102851 	J:165286 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of apoptotic process			ISO	RGD:620795 	J:155856 	
MGI:1201408	Srpk2	serine/arginine-rich protein specific kinase 2	5		positive regulation of neuron apoptotic process			IDA		J:172955 	
MGI:1858306	Srpx	sushi-repeat-containing protein	X		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			IMP	MGI:3706175 	J:119999 	
MGI:2686240	Ssh1	slingshot protein phosphatase 1	5		positive regulation of neuron death			ISO	RGD:1306038 	J:155856 	
MGI:106020	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	7		positive regulation of neuron death			ISO	RGD:621843 	J:155856 	
MGI:2446700	St18	suppression of tumorigenicity 18	1		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			ISO	O60284 	J:164563 	
MGI:103063	Stat1	signal transducer and activator of transcription 1	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			IMP		J:190006 	
MGI:1915678	Steap3	STEAP family member 3	1		positive regulation of apoptotic process			ISO	RGD:708552 	J:155856 	
MGI:1915678	Steap3	STEAP family member 3	1		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP	MGI:4398911 	J:154356 	
MGI:1928487	Stk3	serine/threonine kinase 3	15		positive regulation of apoptotic process	happens in hypertrophic cartilage zone,regulates a function/process that happens in hypertrophic chondrocyte		IGI	MGI:1929004 	J:156541 	
MGI:1928487	Stk3	serine/threonine kinase 3	15		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in hepatocyte		IGI	MGI:104798 	J:156541 	
MGI:1928487	Stk3	serine/threonine kinase 3	15		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in liver		IGI	MGI:104798 MGI:1929004 	J:156541 	
MGI:1928487	Stk3	serine/threonine kinase 3	15		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in liver		IGI	MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of apoptotic process	happens in liver,regulates a function/process that happens in hepatocyte		IGI	MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of apoptotic process	happens in hypertrophic cartilage zone,regulates a function/process that happens in hypertrophic chondrocyte		IGI	MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of apoptotic process			ISO	Q13043 	J:164563 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in hepatocyte		IGI	MGI:104798 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in liver		IGI	MGI:104798 MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	regulates a function/process that happens in liver		IGI	MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		positive regulation of vascular associated smooth muscle cell apoptotic process			ISO	RGD:1312035 	J:155856 	
MGI:2138162	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	1		positive regulation of apoptotic process			IBA	PTN000678761 	J:265628 	
MGI:2138162	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	1		positive regulation of fibroblast apoptotic process			ISO	O94768 	J:164563 	
MGI:1926056	Stpg1	sperm tail PG rich repeat containing 1	4		positive regulation of apoptotic process			ISO	Q5TH74 	J:164563 	
MGI:1923821	Styxl1	serine/threonine/tyrosine interacting-like 1	5		positive regulation of intrinsic apoptotic signaling pathway			IBA	PTN000807171 	J:265628 	
MGI:1923821	Styxl1	serine/threonine/tyrosine interacting-like 1	5		positive regulation of intrinsic apoptotic signaling pathway			ISO	Q9Y6J8 	J:164563 	
MGI:1919204	Suds3	suppressor of defective silencing 3 homolog (S. cerevisiae)	5		positive regulation of apoptotic process			ISO	Q9H7L9 	J:164563 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		positive regulation of apoptotic process	happens in testis,regulates a function/process that happens in spermatogonium		IDA		J:180649 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P43405 	J:164563 	
MGI:98474	Tac1	tachykinin 1	6		positive regulation of neuron death			ISO	P20366 	J:164563 	
MGI:109129	Taf6	TATA-box binding protein associated factor 6	5		positive regulation of apoptotic process			ISO	P49848 	J:164563 	
MGI:109129	Taf6	TATA-box binding protein associated factor 6	5		positive regulation of intrinsic apoptotic signaling pathway			ISO	P49848 	J:164563 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		positive regulation of apoptotic process	happens in Rathke's pouch		IMP	MGI:1926344 	J:127546 	
MGI:1914840	Tctn3	tectonic family member 3	19		positive regulation of apoptotic process			ISO	Q6NUS6 	J:164563 	
MGI:1096575	Tex261	testis expressed gene 261	6		positive regulation of apoptotic process			IGI	MGI:95819 MGI:95820 	J:125170 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		positive regulation of neuron apoptotic process			ISO	P05549 	J:164563 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		positive regulation of neuron apoptotic process			ISO	Q92481 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		positive regulation of apoptotic process			ISO	Q01664 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	regulates Casp9		IMP		J:161020 	
MGI:1916964	Tfpt	TCF3 (E2A) fusion partner	7		positive regulation of apoptotic process			IBA	PTN002170580 	J:265628 	
MGI:1916964	Tfpt	TCF3 (E2A) fusion partner	7		positive regulation of apoptotic process			ISO	RGD:620839 	J:155856 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of apoptotic process			ISO	RGD:69051 	J:155856 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		positive regulation of activation-induced cell death of T cells	regulates a function/process that happens in T cell		IDA		J:18904 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		positive regulation of apoptotic process			ISO	RGD:70491 	J:155856 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	regulates a function/process that happens in T cell		IDA		J:18904 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		positive regulation of neuron apoptotic process			ISO	P61812 	J:164563 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		positive regulation of apoptotic process	happens in palatal shelf		IMP	MGI:2158731 	J:119289 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		positive regulation of apoptotic process			ISO	RGD:3851 	J:155856 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		positive regulation of apoptotic process	happens in cardiac muscle tissue		IDA		J:230021 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		positive regulation of apoptotic signaling pathway			ISO	P36897 	J:164563 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		positive regulation of apoptotic process			ISO	RGD:621081 	J:155856 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		positive regulation of apoptotic process			ISO	P21980 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		positive regulation of endothelial cell apoptotic process			ISO	P07996 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			ISO	P07996 	J:164563 	
MGI:107914	Tia1	cytotoxic granule-associated RNA binding protein 1	6		positive regulation of epithelial cell apoptotic process			ISO	RGD:1305742 	J:155856 	
MGI:2442752	Tigar	Trp53 induced glycolysis regulatory phosphatase	6		positive regulation of cardiac muscle cell apoptotic process	regulates a function/process that happens in heart,regulates a function/process that happens in cardiac muscle cell		IMP	MGI:5319187 	J:183674 	
MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	10		positive regulation of TRAIL-activated apoptotic signaling pathway			ISO	P35625 	J:164563 	
MGI:95806	Tle5	TLE family member 5, transcriptional modulator	10		positive regulation of anoikis			ISO	Q08117 	J:164563 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of apoptotic process			ISO	RGD:3870 	J:155856 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of oxidative stress-induced neuron death	regulates a function/process that happens in neuron,happens in microglial cell		IGI	P05067 	J:158401 	
MGI:1341296	Tlr6	toll-like receptor 6	5		positive regulation of oxidative stress-induced neuron death	regulates a function/process that happens in neuron,happens in microglial cell		IGI	P05067 	J:158401 	
MGI:104798	Tnf	tumor necrosis factor	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:101402 	
MGI:104798	Tnf	tumor necrosis factor	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P01375 	J:164563 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of apoptotic process			ISO	RGD:3876 	J:155856 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of apoptotic process			ISO	P01375 	J:164563 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P01375 	J:164563 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis			ISO	RGD:3876 	J:155856 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN000895274 	J:265628 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of neuron apoptotic process	is a part of microglial cell activation		IDA		J:269552 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of neuron apoptotic process			ISO	RGD:3876 	J:155856 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of oxidative stress-induced neuron death			ISO	RGD:3876 	J:155856 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of programmed cell death			ISO	P01375 	J:164563 	
MGI:2147191	Tnfaip8	tumor necrosis factor, alpha-induced protein 8	18		positive regulation of apoptotic process			ISO	O95379 	J:164563 	
MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	6		positive regulation of apoptotic process involved in morphogenesis	happens in aortic valve,is a part of aortic valve development		IGI	P25119 	J:261826 	
MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	6		positive regulation of apoptotic process involved in morphogenesis	happens in pulmonary valve,is a part of pulmonary valve development		IGI	P25119 	J:261826 	
MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	6		positive regulation of neuron apoptotic process			ISO	RGD:621237 	J:155856 	
MGI:1314883	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	4		positive regulation of apoptotic process involved in morphogenesis	happens in aortic valve,is a part of aortic valve development		IGI	P25118 	J:261826 	
MGI:1314883	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	4		positive regulation of apoptotic process involved in morphogenesis	happens in pulmonary valve,is a part of pulmonary valve development		IGI	P25118 	J:261826 	
MGI:99908	Tnfrsf8	tumor necrosis factor receptor superfamily, member 8	4		positive regulation of apoptotic process			ISO	P28908 	J:164563 	
MGI:1341090	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b	14		positive regulation of apoptotic process			IBA	PTN002923102 	J:265628 	
MGI:1351484	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	17		positive regulation of apoptotic process			ISO	Q9NP84 	J:164563 	
MGI:1351484	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	17		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN001593318 	J:265628 	
MGI:1351484	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	17		positive regulation of extrinsic apoptotic signaling pathway			ISO	Q9NP84 	J:164563 	
MGI:1930270	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22	7		positive regulation of apoptotic process			IBA	PTN002923102 	J:265628 	
MGI:1930269	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	7		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			IBA	PTN002930185 	J:265628 	
MGI:2651928	Tnfrsf26	tumor necrosis factor receptor superfamily, member 26	7		positive regulation of apoptotic process			IBA	PTN002923102 	J:265628 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of apoptotic process			ISO	RGD:628734 	J:155856 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of apoptotic process			ISO	P50591 	J:164563 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P50591 	J:164563 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN000895274 	J:265628 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of extrinsic apoptotic signaling pathway			IDA		J:97777 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of extrinsic apoptotic signaling pathway			ISO	P50591 	J:164563 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		positive regulation of release of cytochrome c from mitochondria			ISO	P50591 	J:164563 	
MGI:1196259	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	11		positive regulation of extrinsic apoptotic signaling pathway			ISO	O43508 	J:164563 	
MGI:2180140	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN001352175 	J:265628 	
MGI:2180140	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:628735 	J:155856 	
MGI:2180140	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O95150 	J:75557 	
MGI:2450248	Tomm22	translocase of outer mitochondrial membrane 22	15		positive regulation of apoptotic process			ISO	RGD:1303260 	J:155856 	
MGI:1858259	Tomm40	translocase of outer mitochondrial membrane 40	7		positive regulation of apoptotic process			ISO	RGD:1303022 	J:155856 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		positive regulation of apoptotic process			ISO	P11388 	J:164563 	
MGI:1298386	Tpd52l1	tumor protein D52-like 1	10		positive regulation of apoptotic signaling pathway			ISO	Q16890 	J:164563 	
MGI:101835	Traf2	TNF receptor-associated factor 2	2		positive regulation of extrinsic apoptotic signaling pathway			ISO	Q12933 	J:164563 	
